Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
TSC1	7248	ENSG00000165699	tuberous sclerosis 1 [Source:HGNC Symbol;Acc:12362]	9	9q34.13	135766735	135820020	TSG	TSGene
TSC2	7249	ENSG00000103197	tuberous sclerosis 2 [Source:HGNC Symbol;Acc:12363]	16	16p13.3	2097466	2138716	TSG	TSGene
TSC22D1	-4301	ENSG00000102804	TSC22 domain family, member 1 [Source:HGNC Symbol;Acc:16826]	13	13q14.11	45007655	45151283	TSG	TSGene
TSG101	7251	ENSG00000074319	tumor susceptibility 101 [Source:HGNC Symbol;Acc:15971]	11	11p15.1	18489883	18548779	TSG	TSGene
TSLP	85480	ENSG00000145777	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:30743]	5	5q22.1	110405760	110413722	TSG	TSGene
TSPAN13	27075	ENSG00000106537	tetraspanin 13 [Source:HGNC Symbol;Acc:21643]	7	7p21.1	16793160	16824161	TSG	TSGene
TSPAN32	10077	ENSG00000064201	tetraspanin 32 [Source:HGNC Symbol;Acc:13410]	11	11p15.5	2323227	2339430	TSG	TSGene
TSSC4	10078	ENSG00000184281	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:12386]	11	11p15.5	2421718	2425106	TSG	TSGene
TTC4	7268	ENSG00000243725	tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:12394]	1	1p32.3	55181495	55208330	TSG	TSGene
TTF1	7270	ENSG00000125482	transcription termination factor, RNA polymerase I [Source:HGNC Symbol;Acc:12397]	9	9q34.13	135251008	135282209	TSG	TSGene
TUSC1	286319	ENSG00000198680	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:31010]	9	9p21.2	25676396	25678856	TSG	TSGene
TUSC2	11334	ENSG00000114383	tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:17034]	3	3p21.31	50357458	50365682	TSG	TSGene
TUSC7	-1308	ENSG00000243197	tumor suppressor candidate 7 (non-protein coding) [Source:HGNC Symbol;Acc:27701]	3	3q13.31	116428082	116442428	TSG	TSGene
TWIST2	117581	ENSG00000233608	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:20670]	2	2q37.3	239756673	239795893	TSG	TSGene
TXNIP	10628	ENSG00000117289	thioredoxin interacting protein [Source:HGNC Symbol;Acc:16952]	1	1q21.1	145438469	145442635	TSG	TSGene
UBE2QL1	-1767	ENSG00000215218	ubiquitin-conjugating enzyme E2Q family-like 1 [Source:HGNC Symbol;Acc:37269]	5	5p15.31	6448736	6495022	TSG	TSGene
UBE4B	10277	ENSG00000130939	ubiquitination factor E4B [Source:HGNC Symbol;Acc:12500]	1	1p36.22	10092890	10241297	TSG	TSGene
UBIAD1	29914	ENSG00000120942	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30791]	1	1p36.22	11333263	11356106	TSG	TSGene
UCHL1	7345	ENSG00000154277	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Source:HGNC Symbol;Acc:12513]	4	4p13	41258430	41270472	TSG	TSGene
UFL1	23376	ENSG00000014123	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:23039]	6	6q16.1	96969471	97003152	TSG	TSGene
UHRF2	115426	ENSG00000147854	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12557]	9	9p24.1	6413151	6507054	TSG	TSGene
UIMC1	51720	ENSG00000087206	ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:30298]	5	5q35.2	176332006	176449634	TSG	TSGene
UNC5A	90249	ENSG00000113763	unc-5 homolog A (C. elegans) [Source:HGNC Symbol;Acc:12567]	5	5q35.2	176237478	176307897	TSG	TSGene
UNC5B	219699	ENSG00000107731	unc-5 homolog B (C. elegans) [Source:HGNC Symbol;Acc:12568]	10	10q22.1	72972327	73062621	TSG	TSGene
UNC5C	8633	ENSG00000182168	unc-5 homolog C (C. elegans) [Source:HGNC Symbol;Acc:12569]	4	4q22.3	96083655	96470357	TSG	TSGene
UNC5D	137970	ENSG00000156687	unc-5 homolog D (C. elegans) [Source:HGNC Symbol;Acc:18634]	8	8p12	35092975	35654068	TSG	TSGene
USP12	219333	ENSG00000152484	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:20485]	13	13q12.13	27640293	27746033	TSG	TSGene
USP33	23032	ENSG00000077254	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:20059]	1	1p31.1	78161672	78225537	TSG	TSGene
UVRAG	-3784	ENSG00000198382	UV radiation resistance associated [Source:HGNC Symbol;Acc:12640]	11	11q13.5	75526212	75854239	TSG	TSGene
VDR	7421	ENSG00000111424	vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]	12	12q13.11	48235320	48336831	TSG	TSGene
VEGFA	7422	ENSG00000112715	vascular endothelial growth factor A [Source:HGNC Symbol;Acc:12680]	6	6p21.1	43737921	43754224	TSG	TSGene
VEZT	55591	ENSG00000028203	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:18258]	12	12q22	95611522	95696566	TSG	TSGene
VHL	-1099	ENSG00000134086	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12687]	3	3p25.3	10182692	10193904	TSG	TSGene
VIL1	-1035	ENSG00000127831	villin 1 [Source:HGNC Symbol;Acc:12690]	2	2q35	219283815	219318018	TSG	TSGene
VIM	7431	ENSG00000026025	vimentin [Source:HGNC Symbol;Acc:12692]	10	10p13	17270258	17279592	TSG	TSGene
VPS53	55275	ENSG00000141252	vacuolar protein sorting 53 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25608]	17	17p13.3	411908	624957	TSG	TSGene
VSNL1	7447	ENSG00000163032	visinin-like 1 [Source:HGNC Symbol;Acc:12722]	2	2p24.2	17720393	17838285	TSG	TSGene
VWA5A	4013	ENSG00000110002	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:6658]	11	11q24.2	123986069	124018428	TSG	TSGene
WDR11	55717	ENSG00000120008	WD repeat domain 11 [Source:HGNC Symbol;Acc:13831]	10	10q26.12	122610687	122669036	TSG	TSGene
WDR48	57599	ENSG00000114742	WD repeat domain 48 [Source:HGNC Symbol;Acc:30914]	3	3p22.2	39093489	39138155	TSG	TSGene
WFDC1	58189	ENSG00000103175	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:15466]	16	16q24.1	84328252	84363450	TSG	TSGene
WHSC1L1	54904	ENSG00000147548	Wolf-Hirschhorn syndrome candidate 1-like 1 [Source:HGNC Symbol;Acc:12767]	8	8p11.23	38127215	38239790	TSG	TSGene
WIF1	11197	ENSG00000156076	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:18081]	12	12q14.3	65444406	65515346	TSG	TSGene
WISP3	8838	ENSG00000112761	WNT1 inducible signaling pathway protein 3 [Source:HGNC Symbol;Acc:12771]	6	6q21	112375275	112392171	TSG	TSGene
WNK2	65268	ENSG00000165238	WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:14542]	9	9q22.31	95947198	96082854	TSG	TSGene
WNT11	7481	ENSG00000085741	wingless-type MMTV integration site family, member 11 [Source:HGNC Symbol;Acc:12776]	11	11q13.5	75897369	75921780	TSG	TSGene
WNT5A	7474	ENSG00000114251	wingless-type MMTV integration site family, member 5A [Source:HGNC Symbol;Acc:12784]	3	3p14.3	55499743	55523973	TSG	TSGene
WNT7A	-1113	ENSG00000154764	wingless-type MMTV integration site family, member 7A [Source:HGNC Symbol;Acc:12786]	3	3p25.1	13857755	13921618	TSG	TSGene
WT1	7490	ENSG00000184937	Wilms tumor 1 [Source:HGNC Symbol;Acc:12796]	11	11p13	32409321	32457176	TSG	TSGene
WWOX	51741	ENSG00000186153	WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:12799]	16	16q23.1	78133310	79246564	TSG	TSGene
XAF1	54739	ENSG00000132530	XIAP associated factor 1 [Source:HGNC Symbol;Acc:30932]	17	17p13.1	6658766	6678966	TSG	TSGene
XIST	-6659	ENSG00000229807	X inactive specific transcript (non-protein coding) [Source:HGNC Symbol;Acc:12810]	X	Xq13.2	73040486	73072588	TSG	TSGene
XPO5	57510	ENSG00000124571	exportin 5 [Source:HGNC Symbol;Acc:17675]	6	6p21.1	43490072	43543812	TSG	TSGene
XRCC5	7520	ENSG00000079246	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining) [Source:HGNC Symbol;Acc:12833]	2	2q35	216972187	217071026	TSG	TSGene
YAP1	10413	ENSG00000137693	Yes-associated protein 1 [Source:HGNC Symbol;Acc:16262]	11	11q22.1	101981192	102104154	TSG	TSGene
YPEL3	83719	ENSG00000090238	yippee-like 3 (Drosophila) [Source:HGNC Symbol;Acc:18327]	16	16p11.2	30103635	30108236	TSG	TSGene
ZBTB16	7704	ENSG00000109906	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:12930]	11	11q23.2	113930315	114121398	TSG	TSGene
ZBTB18	10472	ENSG00000179456	zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:13030]	1	1q44	244214585	244220778	TSG	TSGene
ZBTB4	57659	ENSG00000174282	zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:23847]	17	17p13.1	7362685	7387582	TSG	TSGene
ZBTB48	3104	ENSG00000204859	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:4930]	1	1p36.31	6640061	6649340	TSG	TSGene
ZBTB7C	201501	ENSG00000184828	zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:31700]	18	18q21.1	45553044	45937123	TSG	TSGene
ZC3H10	84872	ENSG00000135482	zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:25893]	12	12q13.2	56511943	56516278	TSG	TSGene
ZDHHC2	-2784	ENSG00000104219	zinc finger, DHHC-type containing 2 [Source:HGNC Symbol;Acc:18469]	8	8p22	17013538	17082308	TSG	TSGene
ZFAS1	-6253	ENSG00000177410	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:33101]	20	20q13.13	47894715	47905797	TSG	TSGene
ZFHX3	463	ENSG00000140836	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:777]	16	16q22.2	72816784	73093597	TSG	TSGene
ZFP36	7538	ENSG00000128016	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:12862]	19	19q13.2	39897453	39900052	TSG	TSGene
ZFP36L2	678	ENSG00000152518	ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:1108]	2	2p21	43449541	43453748	TSG	TSGene
ZFP82	284406	ENSG00000181007	ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:28682]	19	19q13.12	36874022	36909558	TSG	TSGene
ZHX2	22882	ENSG00000178764	zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:18513]	8	8q24.13	123793633	123986750	TSG	TSGene
ZIC1	7545	ENSG00000152977	Zic family member 1 [Source:HGNC Symbol;Acc:12872]	3	3q24	147111209	147228080	TSG	TSGene
ZMYND10	51364	ENSG00000004838	zinc finger, MYND-type containing 10 [Source:HGNC Symbol;Acc:19412]	3	3p21.31	50378541	50384283	TSG	TSGene
ZMYND11	10771	ENSG00000015171	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	10	10p15.3	180405	300577	TSG	TSGene
ZNF185	7739	ENSG00000147394	zinc finger protein 185 (LIM domain) [Source:HGNC Symbol;Acc:12976]	X	Xq28	152082986	152142024	TSG	TSGene
ZNF292	23036	ENSG00000188994	zinc finger protein 292 [Source:HGNC Symbol;Acc:18410]	6	6q14.3	87862551	87973914	TSG	TSGene
ZNF366	167465	ENSG00000178175	zinc finger protein 366 [Source:HGNC Symbol;Acc:18316]	5	5q13.2	71738479	71803554	TSG	TSGene
ZNF382	84911	ENSG00000161298	zinc finger protein 382 [Source:HGNC Symbol;Acc:17409]	19	19q13.12	37095719	37119499	TSG	TSGene
ZNF668	79759	ENSG00000167394	zinc finger protein 668 [Source:HGNC Symbol;Acc:25821]	16	16p11.2	31072164	31085641	TSG	TSGene
ZYX	7791	ENSG00000159840	zyxin [Source:HGNC Symbol;Acc:13200]	7	7q34	143078173	143088204	TSG	TSGene
